bank,Title,entryDate,PX_LAST,Label,Articles
Wells Fargo,Banking &amp;amp; Finance: New Rule Reduces Broker Poaching," Oct 12, 2017",60.02,1,"A new retirement-savings rule is helping to curtail an expensive practice that Wall Street executives have long bemoaned: paying big bonuses to lure brokers from rival firms.The fall in recruitment costs, driven in part by the introduction of the fiduciary rule, is expected to help boost earnings among brokerages when they report quarterly results this month.Brokerages have long engaged in ""prisoner exchanges"" -- poaching each others' employees in their rivalry for talent and assets. They offer signing bonuses worth hundreds of thousands of dollars or more, representing significant chunks of brokers' compensation packages.Such bonuses usually come through promissory notes, or loans that are forgivable after about seven years. These are structured to help retain brokers in a business where clients tend to follow them as they move. A broker who leaves before the term of the contract must repay the remainder. If, for example, a broker who received a $1 million seven-year recruitment loan and left after just two years would have to pay back about $714,000 before interest.But the loans are a heavy burden for brokerages, representing billions of dollars on firms' balance sheets.The fiduciary rule, which went into partial effect in June, requires stewards of retirement accounts to act in clients' best interest rather than sometimes selling products that are simply more lucrative to the brokers themselves. One part of it, requiring ""reasonable compensation,"" is helping to speed up a decline in broker poaching because the big bonuses may run afoul of the rule.The financial industry fought the regulation, saying it limits access to investment advice and choice. But it has also provided them with a boon. It has boosted firms' revenue as firms shift clients into accounts that charge fees, often more lucrative than commissions that can violate the regulation. And a reduction in hefty expenses tied to recruitment signing bonuses stands to benefit earnings.After taking office this year, the Trump administration delayed full implementation of the fiduciary rule as it evaluates whether to preserve it.But Devin Ryan, a financial-industry analyst at JMP Securities, said the change will have an enduring impact on the industry no matter the outcome. ""The rule has driven a rationalization in the recruiting landscape"" that will potentially save brokerages money, he said.In the most recent quarter, Morgan Stanley and UBS Group AG reported double-digit percent declines in the amount of recruitment loans to their financial advisers from a year earlier -- 13% to $4.24 billion and 15% to $2.75 billion, respectively."
Wells Fargo,Goldman To Lend To House Flippers," Oct 13, 2017",59.55,1,"Goldman Sachs Group Inc.'s push to lend more has taken it to some strange places for a storied, elite Wall Street firm. The latest: house flipping.Goldman is acquiring Genesis Capital LLC, a closely held Los Angeles firm that backs investors seeking to buy, spruce up and quickly sell homes. Genesis, founded in 2007, has been growing rapidly as the housing market continues to recover. It lent $1 billion last year, up from $50 million in 2013.Goldman's interest in a small house-flipping financier reflects both the buoyancy of the residential real-estate market and the Wall Street firm's hunger for new profit engines as its core trading business remains stuck in a postcrisis slump.Last year, Goldman launched Marcus, an online personal-lending platform that offers a lower-cost alternative for borrowers deep in credit-card debt. A new partnership with Fidelity Investments will offer Goldman loans to millions of individual brokerage accounts.House flipping, once a symbol of the real-estate market's excess, has become hot again. Borrowers took out $40 billion of these loans in 2016, the most since 2006, when flippers rushed to capitalize on rising home prices, and in some cases fueled the mania.Genesis's loans average about $1 million, carry rates of as much as 12% and run for about a year. Since 2014, they have been funded by Oaktree Capital Management LP, an alternative-asset giant.Genesis will swap Oaktree's backing for deeper pockets at Goldman, which in recent years bought a deposit base from GE Capital. Terms of Goldman's deal with Genesis weren't disclosed.Goldman has been pushing lending as its traditional engines of trading and banking either sputter or mature. It has chosen its spots carefully, avoiding credit cards and other businesses that would put it in direct competition with large rivals and instead focusing on niche products where there is room to grow.Buying Genesis inches Goldman closer to residential mortgages -- an area executives have eyed warily, mindful of the public-relations and regulatory drubbing the firm took during the financial crisis for its subprime-trading activities.Home-flipping finance, while a niche of the giant residential-mortgage market, is again a big business, after falling sharply following the crisis. About 35% of house-flippers today use borrowed money, a nine-year high, according to Attom Data Solutions, which tracks home sales.Alex Sifakis has taken out more than 100 loans from Genesis to renovate and sell homes in and around Jacksonville, Fla. Mr. Sifakis, 34 years old, got into the business in 2006 after attending a real-estate seminar on how to flip homes. He is now president of JWB Real Estate Capital, which has about 55 employees.When Mr. Sifakis started borrowing from Genesis three years ago, ""there were not that many lenders out there,"" he said. Now, rising home prices and falling inventories have attracted new lenders offering lower rates, as well as increased competition from new borrowers.""A lot more new home flippers are coming out of the woodwork,"" he said. They ""have seen the [TV] shows."" (HGTV has become one of the fastest-growing cable-TV channels by airing shows such as ""Flip or Flop."")Banks and other large financial firms are increasingly dabbling in the business, though few as directly as Goldman will now do. Wells Fargo & Co. and J.P. Morgan Chase & Co. have extended credit lines to fix-and-flip lenders. Last year, Japanese investment bank Nomura Holdings Inc. securitized $126 million in loans from online real-estate lender LendingHome Corp.In recent months, buyers backed by Blackstone Group LP and Fortress Investment Group LLC have bought companies that specialize in these loans.Genesis's loans will be booked through Goldman's regulated banking entity, which is looking for places to deploy its growing stash of deposits. But because Genesis's borrowers don't intend to live in the properties they buy, their loans are generally classified as commercial credits."
Wells Fargo,Business &amp;amp; Finance," Oct 14, 2017",58,1,"Weinstein Co. is exploring a sale or shutdown of the studio as it weighs options after firing co-chairman Harvey Weinstein.Aramco may drop its plan for an international listing and offer shares only on the Saudi exchange.Wells Fargo's profit slid 19% on fallout from its sales-practices scandal and legal issues. Bank of America had its best quarter in six years.Social Security payments will rise 2% next year, but the gains may be offset by higher health-care costs.A Samsung CEO's decision to resign highlights a leadership vacuum at the South Korean company.Two Facebook accounts with apparent ties to Russia amassed over half a million followers.The Dow rose 30.71 to 22871.72 and the Nasdaq hit a new high, with U.S. stocks notching weekly gains.Kobe Steel said its data falsification affected many more customers, as the scandal continued to spiral.Bayer agreed to sell parts of its crop-science business to BASF for $6.98 billion."
Wells Fargo,Wells Fargo Falls Further Behind Rivals," Oct 14, 2017",56.5,0,"As other large banks were all reporting solid quarterly earnings this week, Wells Fargo disappointed. Third-quarter net income fell 19% from a year earlier, hit by a $1 billion charge for a coming mortgage-related regulatory settlement.Regulatory fines are far from the only issue dogging the bank, as revenue fell 2%. Banks are all contending with slower loan growth, but at Wells Fargo total loans actually declined 1% from a year earlier in the third quarter. That compares with total loan growth of 2% to 3% for rivals J.P. Morgan Chase, Citigroup and Bank of America.The bank blamed a host of factors for the drop, including an earlier pullback in auto lending, pay downs by corporate borrowers and ""continued underwriting discipline."" Yet an unstated factor -- the company's tarnished brand from repeated scandals -- probably is playing a role, too. Total consumer loans fell 3% from a year earlier.Incredibly, Wells Fargo even is failing to take advantage of higher interest rates, the one positive factor boosting the entire industry. This is the result of an earlier strategic decision to position itself for lower rates by holding more long-dated assets. That is coming back to bite the bank as short-term rates are rising faster than long-term rates.Following a June rate increase by the Federal Reserve, the bank's third-quarter net interest margin nonetheless declined 0.03 percentage point from the prior quarter to 2.87%. Net interest margins were up at J.P. Morgan and Bank of America and flat at Citigroup.Despite all this, Wells Fargo still trades at a lofty 1.53 times book value, compared with an average of 1.1 times book for its three large peers. Its shares have lagged behind rivals this year and performance doesn't seem poised to improve. For investors, as well as many consumers, Wells Fargo remains a name to avoid."
Wells Fargo,Equifax's Credibility Rating Falls Below 200," Oct 14, 2017",56.13,0,"Regarding your editorial ""Hypocrisy and Hacking"" (Oct. 7): The business model of credit bureaus ought to be investigated and reviewed. Companies are collecting my personal information without my consent, getting some amount of it incorrect or out of date which influences my ability to borrow. Then if I discover errors, it's my responsibility to prove to them that I'm right. To add insult to injury, they're monetizing that information by selling it to businesses without my consent, and now even charging me to have access to it while allowing my information (I'm one of the 143 million victims) to be hacked. Does anyone else see the lunacy of this?Instead of arguing over executive compensation clawbacks and firing IT people, neither of which directly help or benefit me, I suggest that Equifax be held responsible for the financial burden now imposed on those of us affected. For starters, I just signed up for LifeLock at the suggestion of one of the financial institutions where my identity was used to set up a checking and brokerage account. The premium package is $29.99 a month. Equifax should be responsible for paying for the burden laid on consumers for the rest of our lives That's roughly $54 million annually, and it would benefit those of us impacted more than all the things being bantered about by Congress.If one wanted to be even more equitable, the government could saddle Equifax with the filing for credit freezes and applying for the LifeLock accounts. But beginning with footing the immediate make-good responsibility and making it stick for the life of those of us impacted would be a fair start."
Wells Fargo,Wells Fargo Trips as BofA Cruises --- Lender's profit sinks 19% amid legal issues; Bank of America's net is biggest in six years," Oct 14, 2017",55.4,0,"But their performance diverged from there, marking the strongest evidence yet that the two big consumer lenders have changed places, with Bank of America emerging as a budding investor darling and Wells Fargo taking the role of problem child following a series of missteps.Wells Fargo said Friday that third-quarter profit tumbled 19% from a year ago, due to continued fallout from its sales-practice scandal and fresh legal issues. The San Francisco-based bank said revenue also fell from a year earlier, while its loan portfolio shrank for a third consecutive quarter. Wells Fargo continued to struggle with higher expenses in the wake of the scandal and a newly disclosed $1 billion litigation charge tied to investigations into crisis-era mortgage-market practices.Wells Fargo's shares fell 2.8% to $53.69 on Friday.Bank of America, on the other hand, is putting once-intractable problems behind it. The lender reported its highest quarterly profit in six years. The bank's revenue rose, as it did at peers J.P. Morgan Chase & Co. and Citigroup Inc. earlier in the week. Even a decline in Bank of America's trading revenue didn't dent overall results much, as gains in interest income and continued cost-cutting helped offset the weakness. Its shares gained 1.5% to $25.83.Wells Fargo, a former investor favorite that once surpassed J.P. Morgan as the most valuable U.S. bank by market capitalization, has slipped behind Bank of America to the No. 3 ranking on this basis.While Wells Fargo by some measures remains the more profitable bank, the two lenders' revenues are now about equal, with Wells Fargo's roughly $87 million advantage down from nearly $900 million in the second quarter of 2016 before the sales problems emerged.Led by Chief Executive Timothy Sloan, Wells Fargo reported that net income during the quarter slipped below $5 billion for the first timein five years, due in large part to the $1 billion it accrued for a previously disclosed mortgage probeover residential mortgage-backed securities. The bank is likely to settle with the Justice Department in coming months, finance chief John Shrewsberry said in an interview.While Wells Fargo suffered a rough quarter, shareholder Hank Smith said he is optimistic about the banking sector overall. That, he said, is because of economic growth, slowly rising interest rates and the expectation of less onerous regulations under the Trump administration.""While the quarter was disappointing, it wasn't a dramatic disappointment,"" said Mr. Smith, co-chief investment officer of Haverford Trust Co., which owns 2.7 million Wells Fargo shares.The biggest reason for the shifting fortunes of the two banks is the declining number of regulatory issues at Bank of America and the increasing tally at Wells Fargo.As recently as 2014, Bank of America's results were dogged by tens of billions of dollars in penalties over financial-crisis-era issues. Since then, the company's legal problems have eased and it has made a concerted effort to cut costs and focus on safer businesses such as lending to consumers with good credit.Wells Fargo didn't face as many regulatory fines until cross-selling abuses by branch stafferuptedin September 2016,with employees creating potentially3.5 million fake accounts.The bank fired 5,300 employees over five years related to the sales problems.Two months after the bank settled that case, Donald Trump's election as president raised the prospect of faster economic growth and higher interest rates, a combination that brightened the prospects for many banks, but especially Bank of America given its large mortgage-securities portfolio.The result is that Bank of America shares have soaredmore than 63% over the past year. That move is the biggest gain among the six big U.S. banks, four of which reported earnings this past week.The last two, Morgan Stanley and Goldman Sachs Group Inc., are slated to report resultsTuesday.Wells Fargo posted the worst performance over the period, with a 20% gain.Bank of America received an additional boost whenWarren Buffett, whose Berkshire Hathaway Inc. is the largest shareholder at both lenders, discussed the banks in a late-August television interview.He said both were ""terrific"" but that Wells Fargo likely had more troubles ahead. ""What you find is there's never just one cockroach in the kitchen,"" he said.He has praised CEO Brian Moynihan's leadership and said he plans to be a Bank of America shareholder for a long time.Bank of America's third-quarter profit rose because the bank continued to cut costs and got a lift in lending profits from higher interest rates. The results put the bank close to its long-held profitability goals.Meanwhile, costs at Wells Fargo jumped 8%, to $14.35 billion, and Mr. Sloan said they are likely to remain heightened through year-end 2018. The bank also raised the target for its efficiency ratio because of lower-than-expected asset growth and higher-than-expected expenses.The $1 billion litigation charge at Wells Fargo also cut into its community-banking unit results. "
Wells Fargo,Banking &amp;amp; Finance: Wells Fargo to Pay $3.4 Million Over Advisers' Flub," Oct 17, 2017",57.54,0,"A federal investigation into sales practices at Wells Fargo & Co. now includes the bank's wealth-management business, extending the probe beyond the firm's retail-banking unit where the problems originated, people familiar with the matter said.The Justice Department and Securities and Exchange Commission are conducting the investigation into the wealth-management business, these people said. Agents from the Federal Bureau of Investigation have been interviewing some wealth-management employees in the Phoenix area as recently as this week, some of these people said.Wells Fargo declined to comment. Officials at the Justice Department and SEC also declined to comment.Several U.S. attorney's offices, as well as a bevy of federal and state regulators, have been investigating Wells Fargo since the fall of 2016 when the bank disclosed widespread sales-practices problems. Those included bank employees opening as many as 3.5 million accounts without customers' knowledge or authorization. Wells Fargo has said it is cooperating with the investigations.Arizona was one epicenter of Wells Fargo's retail-banking problems. Some employees in that region created fake email addresses using customers' phone numbers to open banking accounts or opened two accounts for each customer, a practice known as a ""double pack."" Some top executives from that region have since been fired by the bank.Prosecutors' and regulators' inquiries have largely centered on Wells Fargo's retail-banking business, one of the largest in the U.S. by deposits. Late last year, though, the Justice Department told the bank to conduct an independent investigation into its wealth-management business after it received reports of problems there from whistleblowers, The Wall Street Journal reported earlier this month.The investigation by the Justice Department and SEC is separate from the bank's own inquiry, one of the people familiar with the matter said. The bank now faces state and federal investigations into its practices in auto-lending, mortgages, wealth and investment management and foreign exchangeThe widening of the sales-practices investigation has occurred despite Wells Fargo's attempts to put the problems behind it by restructuring different businesses, firing executives and refunding customers. Wells Fargo also has faced regulatory censure for failing to address risk-management issues that led to improper customer charges in its auto-lending and mortgage businesses.In early February, the Federal Reserve sanctioned Wells Fargo for failing to put proper risk controls in place, barring the bank from growing past the $1.95 trillion in assets it had at the end of 2017. The Fed cited ""widespread consumer abuses"" in its unprecedented rebuke.Earlier this month, Wells Fargo disclosed in a securities filing its independent review into the wealth-management business. At the time, the bank said it is assessing ""whether there have been inappropriate referrals or recommendations, including with respect to rollovers for 401(k) plan participants, certain alternative investments, or referrals of brokerage customers to the company's investment and fiduciary services business.""The bank's filing also disclosed that it is reviewing fee calculations within certain fiduciary and custody accounts. The bank has found instances of incorrect fees applied to certain assets and accounts that resulted in overcharging customers, according to the filing."
Wells Fargo,Global Investors Bullish on New York," Oct 18, 2017",57.28,1,"A major commodities index posted its 10th straight session of gains on Monday, another sign that investors have shrugged off recent market volatility and are diving back into risky assets.The S&P GSCI Index, which tracks the prices of 24 commodities, has been moving in tandem with global stock markets since last summer as money managers look to capitalize on accelerating global economic growth. The index has risen 5.9% from its Feb. 9 low, with some of the most actively traded raw materials such as oil and copper rebounding following drops alongside stocks earlier this month.Those and other commodities benefit from stronger economic growth because they serve as building blocks for everything from houses and office buildings to automobiles and smartphones. Higher levels of industrial activity, low unemployment and bustling shipping routes tend to buoy demand for petroleum and other raw materials, further supporting commodities prices.With the global economy projected by the International Monetary Fund to grow at its fastest pace since 2011 this year and next year, some investors think a commodities rally that began last summer will continue. As is the case with stocks, some analysts think the fundamentals for investing in raw materials outweigh possible concerns about higher interest rates.""This is one of the strongest macro backdrops I've seen for investing,"" said Mike Mullaney, director of global market research for fund manager Boston Partners, whose firm has increased positions in energy and materials stocks. ""That lends itself to overweighting some of these commodity-based sectors.""Unlike stocks, commodities are still relatively cheap. Oil is still off 56% from its 2008 highs, while gold and copper are off 30% and 31%, respectively, from their records set in 2011.In recent months, stocks around the world and raw materials have traded together, and the recent bounce back for commodities has come as the S&P 500 has recovered 68% of the losses that sent it into correction territory on Feb. 8.That makes the rally look vulnerable to investors' appetite for risk and the direction of the stock market, some analysts say.Some analysts think that riskier investments are likely to weaken as central banks around the world unwind years of accommodative monetary policy. Higher interest rates can make commodities less attractive compared with yield-bearing assets such as Treasurys because raw materials pay their holders nothing. The yield on the benchmark 10-year U.S. Treasury note has risen to four-year highs and is approaching 3%. It closed at 2.862% MondayOthers think an economic slowdown in China, the world's largest materials consumer, and supply factors continue to loom over the market.John LaForge, head of real asset strategy for the Wells Fargo Investment Institute, said he thinks commodities have been too dependent on temporary factors -- such as protests in Iran and labor strikes at mines in Chile and Peru -- that have pinched output. Commodities prices are still way off their peaks, and even with recently rising prices, he doesn't expect that trend to reverse.""There's still just too much supply,"" Mr. LaForge said.Other analysts said signs that inflation is picking up should favor commodities. Many investors use raw materials to protect against a surge in consumer prices because they think commodities can hold their value better than other assets. Price increases in commodities also typically contribute to higher inflation as it becomes more expensive for companies to produce goods.Several large companies, including Ford Motor Co. and Procter & Gamble Co., have already blamed weaker profits or darker outlooks on higher commodities prices. Although persistently low inflation has puzzled economists for years, recent U.S. employment data showed wages notching their biggest increase since 2009.Doug Cohen, managing partner of portfolio management at Athena Capital Advisors, said the firm has increased its clients' positions in gold and Treasury-inflation protected securities.""I actually do think this time it's real,"" he said of inflation rising.Fresh money has been pouring back into commodities funds world-wide: Assets under management reached roughly $530 billion in January, up 13% from the previous month and their highest level in four years, Citigroup estimates show. A JPMorgan Chase analysis showed the largest January inflow of open interest into commodities over the past decade.""The environment for investing in commodities is the best since 2004-2008,"" Goldman Sachs analysts said in a note to clients earlier this month."
Wells Fargo,Business &amp;amp; Finance," Oct 21, 2017",58.16,0,"Wells Fargo & Co. is having trouble doing right by the customers it has wronged.The big bank acknowledged that it recently sent out 38,000 erroneous communications to customers that it forced to buy unneeded auto insurance.In some cases, according to two people briefed on the matter, Wells Fargo has also sent refunds to people who weren't the bank's customers; notified those who were harmed of incorrect amounts to be paid; and told people of coming refunds though they had never gotten the insurance.In another matter, Wells Fargo has yet to begin a broad-based reach-out related to refunds for as many as 110,000 customers who were charged improper fees to extend interest-rate commitments they received from Wells Fargo on their mortgages, people familiar with the matter said.Wells Fargo will soon require mortgage customers to agree to a refund through the mail before sending them money and estimates half or fewer will do so, the people said.Catherine Pulley, a Wells Fargo spokeswoman, said in a statement: ""We are focused on making things right for our customers and ensuring this large-scale remediation happens correctly and as quickly as possible.""She said a Wells Fargo vendor working on the auto-insurance matter caught a coding mistake that resulted in 38,000 customers receiving a letter they didn't need with no checks included. Wells Fargo is working with the vendor ""to ensure these customers receive the appropriate communication -- including any refunds they're eligible for,"" she said. Ms. Pulley added that the bank is currently aware of one noncustomer having received a check.The problem mailings and refund delays are happening as the bank continues to grapple with regulatory scrutiny following its sales-practices misconduct.For those actions and others, the Fed earlier this month took the unprecedented action of restricting the bank's growth until ""it sufficiently improves its governance and controls.""That punishment followed a rebuke issued to Wells Fargo last fall by the Office of the Comptroller of the Currency. Citing repeated deficiencies, the regulator warned the bank that it would likely face enforcement proceedings because of them.The OCC and the Consumer Financial Protection Bureau, another regulator, are aware of the refund delays with mortgage customers and have been pressing the bank about them, a person familiar with the matter said. The regulators have also been involved with auto-lending refunds, approving different phases of the mailings.A spokesman for the OCC declined to comment. The CFPB declined to comment.Last summer, the bank said it had forced nearly 600,000 customers who financed their car purchases with Wells Fargo to pay for collision coverage they didn't need. The practices pushed 274,000 customers, among them active military service members, into delinquency on their auto loans, according to an internal report commissioned by the bank, and resulted in 20,000 wrongful car repossessions."
Wells Fargo,Wells Fargo Fires Four Amid Probe Of Currency Business," Oct 21, 2017",64.07,1,"The Dow Jones Industrial Average swung in a range of more than 500 points before closing slightly lower, extending a string of volatility as investors assess how the potential for higher interest rates would affect the nearly nine-year bull market.The blue-chip index has moved wildly this week, trading in its two biggest intraday ranges in history on Monday and Tuesday when the index swung 1,596.65 and 1,167.49 points, respectively.A recent rise in bond yields has stoked fears that a pickup in inflation could lead central banks to tighten monetary policy more quickly than expected, making stocks less attractive as interest rates rise. Those concerns helped push stocks sharply lower Friday and Monday when the Dow suffered its biggest one-session point decline on record. Tuesday's uneven session -- with 29 changes of direction for the Dow -- ended with sizable gains.Some investors said the declines were overdue and created a buying opportunity given favorable earnings growth that they think should help stocks continue marching higher. Still, others warn that technical selling drove the recent pullback rather than investors panicking, which might suggest more dips lie ahead.""We're just now digesting what's been a pretty violent reaction,"" said Jamie Robertson, senior portfolio manager of global asset allocation at Manulife Asset Management, which reduced stock positions recently but is now discussing increasing them. ""This is the type of market action you get once you've had a bit of a dust storm.""After spending most of Wednesday's session in positive territory and rising as much as 381 points, the Dow industrials turned lower toward the end of the day and closed down 19.42 points, or 0.1%, at 24893.35. The S&P 500 declined 13.48 points, or 0.5%, to 2681.66, and the Nasdaq Composite fell 63.90 points, or 0.9%, to 7051.98.A drop in oil prices continued to weigh on major indexes after data showed U.S. production surged to a record last week. The S&P 500 energy sector fell 1.7%, bringing its losses in the past week to 8.2%. It has been the broader index's worst performer during that span.The yield on the 10-year Treasury note rose to 2.843% from 2.766% Tuesday. Yields rise as bond prices fall and were back near their four-year high hit last Friday.Some traders have said investors are adjusting to a new market backdrop following a historically calm period in the stock market and one of the best-ever starts to a year for global indexes.The Dow industrials are down more than 5% from their Jan. 26 record but still up 0.7% on the year.""I wouldn't say it's over yet,"" said Erik Davidson, chief investment officer at Wells Fargo Private Bank. ""It wouldn't be surprising if we got a full 10% correction.""The Cboe Volatility Index, or VIX, known as the ""fear gauge"" for the U.S. stock market, fell after briefly hitting its highest intraday level since 2009 on Tuesday.Danna Pratte, owner of a nutritional supplements company in Phoenix, said she has been worried in recent days about some of the stocks she owns. But despite rising anxiety over recent market swings, Ms. Pratte, 45 years old, said she hasn't made any changes to her portfolio."
Wells Fargo,"AmEx Mission: Regain Brand's Cachet --- New CEO will have to deal with increasing competition from banks, fintech firms"," Oct 21, 2017",65.51,1,"The downgrade of the assessment, known as a CAMELS score, occurred over the summer of 2017, as Wells Fargo continued to grapple with issues related to how it treats customers. In September 2016, the bank settled allegations that it had years of improper sales practices that resulted in potentially 3.5 million accounts being opened without customers' knowledge.Elsewhere in the bank, more than 550,000 auto-loan and mortgage customers were potentially overcharged for products for years as well. Regulators' most recent concerns focus on the bank's overall approach to catching and preventing problems that can harm customers, a major part of risk management.The Office of the Comptroller of the Currency has been weighing a new enforcement action against the bank related to such risk controls, the Journal reported earlier this month.A Wells Fargo spokeswoman at the time declined to comment on the bank's CAMELS rating or any potential OCC actions. The spokeswoman then said the bank is ""very focused on prudent and effective risk management"" and continues to enhance those matters.Mr. Loughlin, 62 years old, has been with the bank or its predecessors for 36 years and has been chief risk officer since 2008. He reports directly to Wells Fargo Chief Executive Timothy Sloan and has served on the bank's operating committee of its top executives.Mr. Sloan said in a statement that Mr. Loughlin has served during ""some of the most critical times in our company's history,"" including the financial crisis and the bank's acquisition of Wachovia Corp.Since then, Mr. Loughlin has overseen risk matters related to credit, markets, operations, compliance and cybersecurity, according to the bank.Over the past two years, Mr. Loughlin also led a plan to centralize many of the company's risk functions. But Wells Fargo didn't always specify employees' new roles and responsibilities, current and former executives said. Regulators noticed the problems, and Mr. Loughlin had to submit a new risk framework to them in the first half of 2017, these executives said."
Wells Fargo,Senate Strikes Obama Regulation," Oct 25, 2017",,1,"WASHINGTON -- Congress overturned a rule by an Obama-appointed financial regulator that would have made it easier for consumers to sue banks in groups, with Vice President Mike Pence casting a tiebreaking vote in the Senate.The 51-50 vote handed the financial industry its most significant legislative victory since President Donald Trump took office and was a rebuke of Consumer Financial Protection Bureau Director Richard Cordray, who pressed ahead with his agenda in defiance of Republicans.The move is one of the final steps in killing a CFPB rule barring fine-print requirements for arbitration in contracts between consumers and banks. The House voted 231-190 in July to overturn the rule. The resolution now goes to Mr. Trump, who is expected to sign it into law.The vice president has broken Senate ties five times so far in the Trump administration.Republican senators Lindsey Graham of South Carolina and John Kennedy of Louisiana sided with Democrats in opposition to the measure.The CFPB's rule prevents companies from including in consumer contracts arbitration clauses that block class-action lawsuits, though it doesn't ban arbitration entirely. Such clauses are commonly used for a range of financial products, including credit cards, certain auto loans, payday loans and private student loans. It was set to go into effect next year.Critics in the financial industry and Congress say arbitration provides a faster and more cost-effective way to resolve disputes with consumers than the courts. They say the CFPB's rule would have forced the resolution of disagreements into class-action litigation.""This is a rule to benefit the plaintiffs bar,"" Sen. Mike Crapo (R., Idaho), chairman of the Senate Banking Committee, said on the floor before the vote.The CFPB said group lawsuits get more money back to consumers, while deterring harmful practices by financial companies. Supporters of the CFPB rule have pointed to the use of arbitration clauses by Wells Fargo & Co. and Equifax Inc., two scandal-ridden companies, as examples of how such clauses could prevent consumers from holding companies accountable.""Tonight's vote is a giant setback for every consumer in this country. Wall Street won and ordinary people lost,"" Mr. Cordray said in a statement.Congress's overturning of the arbitration rule foreshadows significant changes that the CFPB is expected to face over the coming months as the Trump administration appoints a new leader to the bureau. Mr. Cordray's term runs through next July, but many think he might step down sooner to run for governor in Ohio.Republican lawmakers targeted the arbitration rule with a legislative tool known as the Congressional Review Act. It allows lawmakers to overturn a new regulation on an expedited schedule with a simple majority vote in Congress.Tuesday's vote marked the 14th time this year Congress has successfully turned to that act to overturn Obama-initiated regulations."
Wells Fargo,Business &amp;amp; Finance," Oct 28, 2017",,1,"The U.S. economy grew at a 3% annual rate last quarter despite two hurricanes, helped by rising stocks and consumer and business confidence.The S&P 500 and Nasdaq set records on strong corporate results. The Dow edged up 33.33 to 23434.19.Amazon, Alphabet, Microsoft and Intel posted the biggest gains, as enthusiasm for tech shares swelled.CVS's bid for Aetna followed a six-month-long hunt, during which the drugstore firm also approached Anthem and UnitedHealth.Alibaba's co-founder will buy a 49% stake in the Brooklyn Nets for $2.3 billion. Exxon and Chevron said profits jumped 50% and Total gained 40% but investors remain wary of oil shares.Brent crude prices topped $60 a barrel for the first time in more than two years. Wells Fargo's foreign-exchange trading is being probed by prosecutors. Clariant and Huntsman ended their planned deal amid investor pressure. Penney slashed profit goals and warned of softer sales. Shares slid 14.8% In its statement, Wells Fargo said, ""The departure of these employees was not related to issues involving market collusion, front-running or market manipulation."" Wells Fargo's investment-banking, securities and markets division, known as Wells Fargo Securities, is a fraction of the size of its U.S. big-bank peers, as is its foreign-exchange business. The bank doesn't break out financial results or metrics for that group orits foreign-exchange business."
Wells Fargo,Wells Fargo Trading Under Scrutiny," Oct 28, 2017",,0,"Federal prosecutorsare investigating foreign-exchange trading at Wells Fargo & Co. and have subpoenaed information from the firm, which recently fired bankers in that business, according to people familiar with the matter.The investigation, which is in the early stages, is being conducted by the U.S. Attorney's Office for the Northern District of California, some of the people said. The office subpoenaed information in recent days, according to some of the people. A week ago, The Wall Street Journal reported that Wells Fargo had fired four foreign-exchange bankers amid an internal investigation.Issues within the bank's foreign-exchange operation revolve around a single trade and ensuing dispute with one client, Restaurant Brands International Inc., the people said. This company is the owner of Burger King, Tim Hortons and Popeyes Louisiana Kitchen, and -- like Wells Fargo -- counts Warren Buffett's Berkshire Hathaway Inc. as a major shareholder.In a statement, Wells Fargo said it ""learned of an issue associated with a foreign-exchange transaction for a single client. The matter was reviewed, the client was promptly notified regarding the issue, and Wells Fargo leadership took steps to hold accountable the individuals who were involved. Wells Fargo remains committed to our foreign-exchange business, meeting our clients' financial needs in an ethical way, and ensuring ongoing review of this and all business operations.""A spokesman for the U.S. Attorney's Office for the Northern District didn't respond to requests for comment.Investigations into Wells Fargo's foreign-exchange business, which is housed within its investment bank, are separate from sales-practices issues that rocked the bank more than a year ago. But they come at a sensitive time for the bank: Wells Fargo remains under political and regulatory pressure because of the sales scandal, which remains under separate investigation by the Justice Department and other agencies. The U.S. Attorney's Office for the Northern District also is involved in one of those investigations.The foreign-exchange issue revolves around a trade made within the past three years that included positions running into the billions of dollars for Restaurant Brands, the people said. The trade resulted in a loss to Restaurant Brands, the people added, which led to a dispute between it and the bank.Wells Fargo is planning to refund Restaurant Brands hundreds of thousands of dollars because of the loss, one of the people familiar with the matter said.In addition to the Justice Department, potential issues around the Wells Fargo trade also are being examined by the Federal Reserve, some of the people said.The bank recently fired the four foreign-exchange bankers for cause and launched an internal investigation, according to people familiar with the matter. Those fired were Simon Fowles, recently head of foreign-exchange trading; Bob Gotelli, recently head of foreign-exchange sales; Jed Guenther, recently a regional head of foreign exchange, and Michael Schaufler, chief spot dealer, The Wall Street Journal has previously reported.A spokeswoman for the bank has confirmed that these individuals no longer work for Wells Fargo.The bankers didn't respond to requests for comment.Federal prosecutors are looking into the sequencing of the trade in question and whether it could have involved so-called front-running, some of the people familiar with the matter said. Front-running typically involves a trader jumping ahead of a client's order, buying or selling for their own account to profit when the larger transaction moves a price."
