bank,Title,entryDate,Lable,Article
Ctit Group,A Different Spin on Bike-Sharing," Mar 25, 2017",0,"Urban bike-sharing programs in the U.S. have often been a sinkhole for investors, with low takeup rates and high operating costs requiring public subsidies.

Chinese startups think they have a solution: ""dockless"" bike-sharing.

A surge of money into these bike-sharing companies this year has led to an explosion of smartphone-activated two-wheelers across China's cities. The programs don't limit bike parking and pickup to docking stations, instead using public bike racks or sidewalk space -- a convenience that has yielded millions of riders but also a profusion of haphazardly parked bikes clogging sidewalks in cities such as Shanghai.

The dockless approach has enabled two Chinese bike-sharing giants, Beijing-based Ofo Inc. and rival Beijing Mobike Technology Co., to scale up rapidly: their fleets each exceed a million bikes, up from a combined total of more than 100,000 in October, and operate in three dozen cities. Their valuations top $1 billion each, according to people familiar with the situation.

Neither company is profitable. Representatives from both say expansion and China are the focus -- with the U.S. seen as fertile ground. Both companies displayed their bikes at the South by Southwest conference in Austin, Texas, this month. Ofo, whose yellow bike business attracted Apple Inc. CEO Tim Cook to its office in Beijing recently, wants to deploy a fleet of 50,000 shared bikes in about 10 U.S. cities by July.

Beijing-based Bluegogo International Inc., a bike-share upstart that raised $58 million in funding this year, began testing in San Francisco with 200 of its signature blue bikes. The city has a traditional bike-sharing program run by Motivate International Inc. and Bluegogo got off to a bumpy start.

City officials fearing scenes of sidewalk-strewn bikes asked the company to obtain permits before starting its service. Bluegogo, which initially intended to park its blue bicycles in public bike racks, switched plans to bike stations in private parking spaces, said Ilya Movshovich, Bluegogo's vice president for U.S. operations. Talks are under way with at least five more unspecified U.S. cities, he said.

Tighter government restrictions mean dockless bike-sharing companies face an uphill climb to succeed where traditional programs have largely failed. There were 70 traditional bike-share operators across 104 U.S. cities as of last April, according to the Bureau of Transportation. Some have been hamstrung by a shortfall of funding or membership in recent years.

Motivate runs bike-sharing programs in 11 U.S. cities. Its largest operation, New York Citi Bike, has 10,000 bikes and chalked up 14 million rides in 2016, a North American bike-share record, the company said. The program is backed by Citigroup Inc.

Scaling up quickly is critical for the Chinese operators. Ofo and Mobike received the bulk of the more than $800 million that has poured into China's bike-sharing startups since Jan. 1, according to Dow Jones VentureSource data.

Investors say they have been encouraged by high demand in China. Mobike said more than 10 million participants have taken 400 million rides since its operations began in April 2016. Ofo, which launched as a student project at Peking University in 2014, says it has 20 million users.

The bikes are aimed at commuters who need ""last-mile"" transportation to take them short distances from subway or bus stations. People use a smartphone app to unlock a GPS-equipped bike from a parking spot and then ride it as far as they want -- for about 10 cents for a 30-minute ride in China -- before parking them in designated areas.

""You can buy a bike, but then you worry about it being stolen, you worry about where to park it and maintain it. So it is compelling to have a bike-sharing concept,"" said Tay Choon Chong, managing partner at Vertex Ventures China and an early Mobike investor.

Mobike, backed by Chinese internet giant Tencent Holdings Ltd. and private-equity firm Warburg Pincus LLC, entered the Singapore market with its orange-and-silver bikes this week. Ofo has investors including Facebook Inc. investor Yuri Milner. It is already running trials in San Diego and Cambridge in the U.K.

Ofo and Bluegogo declined to provide details on new cities they are targeting.

Some venture capitalists see obstacles. Ken Xu, managing director of Gobi Ventures, passed on the chance to invest in Ofo, concerned that people wouldn't ride on rainy or heavily polluted days. Theft and vandalism were also a concern, Mr. Xu said.

Zhang Yanqi, Ofo's chief operating officer, said less than 1% of its bike fleet was lost or damaged, and that incidences will decline as users get accustomed to shared bikes. Mobike said losses from theft and damage were negligible. GPS tracking devices on its bikes allow the company to monitor their locations.

As competition heats up in China, where there are more than 20 bike-sharing companies, so too in the U.S.

Venture capitalist Andreessen Horowitz recently invested $12 million in Limebike, a California-based startup looking to introduce a dockless bike-share nationwide. The startup is run by current and former Chinese venture capitalists. Limebike hopes to learn from missteps made by Chinese startups by engaging with officials in 10 cities before launching its dockless bikes, said co-founder Brad Bao. One measure would be to deploy teams to deal with issues such as stray bikes.
"
Ctit Group,Banking &amp; Finance: Wells Fargo Takes Deep Dive Into Culture," Mar 22, 2017",0,"Wells Fargo & Co. has admitted it has culture problems related to its sales-practices scandal. Now, it is turning to an academic for help.

Chief Executive Timothy Sloan said at a company town hall Tuesday that the bank is aiming to survey all its roughly 269,000 employees about its culture, working with an academic who specializes in this area. The bank declined to name the academic, though the 20- to 30-minute survey will roll out in May.

The bank declined to say when the survey will be completed, but Mr. Sloan said the analysis and proposed actions will be shared with senior executives.

He added that ""high-level results"" will be shared with bank employees.

""Our goal is to uncover our culture's positive attributes and its potential weaknesses, so our leaders can understand how best to foster an ethical, inclusive, and customer-focused culture,"" Mr. Sloan said.

The push comes at an opportune time. Earlier Tuesday, a regulator continued to jab Wells Fargo about its culture problems. Federal Reserve Bank of New York President William Dudley said in remarks prepared for a speech in London that the Wells Fargo sales-practices scandal is just one example of how banks have to improve their cultures.

""There was a serious mismatch between the values Wells Fargo espoused and the incentives that Wells Fargo employed,"" Mr. Dudley said in prepared remarks. He has been one of the most outspoken regulators on bank culture in recent years.

Speaking at the bank's Orlando, Fla., event, Mr. Sloan echoed the criticism. ""This is why our operating committee and I agree on this important point: If there's one thing we must get right as we lead Wells Fargo forward, it is our culture,"" he said according to prepared remarks.

Wells Fargo in September paid a $185 million fine over opening as many as 2.1 million accounts using fictitious or unauthorized customer information. It has since faced a barrage of public and political criticism and investigations.

Mr. Sloan said the San Francisco bank used a different type of survey for seven years about how engaged its employees are, includinghow they score on a happy-to-grumpy ratio.

Since the sales-practices scandal erupted in September, the bank has sent surveys to more than 110,000 employees about its culture, Mr. Sloan said. But it wants to dig deeper.

This isn't the first time Mr. Sloan addressed the culture problems facing the bank. In a late-October company town hall, he admitted ""things that need to be fixed withinour culture. There are weaknesses within it that we must change."" He said that starts with understanding where things ""broke down, and where we failed -- as a culture, a company and as leaders.""

Mr. Sloan then said Wells Fargo would hire outside independent ""culture experts"" to help it understand where its weaknesses are.

The bank also has said the lofty retail-banking sales goals it has since done away with drove its culture. Those changes, along with restructuring how employees are compensated, will filter through the workforce and take time to change.

Wells Fargo isn't the only bank turning to academics for culture assistance. Citigroup Inc. has an on-call ethicist it consults on weighty questions of right and wrong."
citigroup,Granny's hedge Funds flock to 'risky' bank stocks," Apr 6, 2017",1,"Come on, hedgies - you call bank stocks an alternative investment?
Hedge funds' exposure to bank stocks hit record levels at the start of 2017, but many may have piled into the trade
too late.
Hedge funds had 5.1 percent - or $33 billion - of their portfolios invested in financial institutions at the start of the
year, according to a Bank of America Merrill Lynch report released Wednesday.
Both figures were record highs since Bank of America started tracking such data in 2005.
Among the hedge funds buying into the enthusiasm was Dan Loeb's Third Point, which holds Bank of America and
JPMorgan Chase.
""On November 8th, our financials portfolio was 4.4 percent of the fund. One day later, it was 6 percent, one week
later, 10.5 percent; one month later, 11.8 percent,"" Loeb wrote in a February letter to investors.
Other banks favored by hedge funds are Citigroup and Wells Fargo.
Most bank stocks rallied immediately following the November election on expectations of a more Wall Streetfriendly,
regulation-light administration. The early buyers were quickly rewarded, but laggards may have lost.
While the KBW bank index is up 15 percent since the election, it is down 1.3 percent this year.
Even worse, hedge funds may have missed what is looking like the better play for 2017.
As funds money poured into financials, it was pulled out of technology, with financial weights growing by 2 percent
and technology falling by 4.1 percent, the Bank of America report said.
The broader financial industry is up only 1.7 percent year to date, while technology has soared 10.2 percent, with
hedgie favorites like Apple and Facebook up more than 20 percent."
citigroup,"2 beats on Wall Street JPM, Citi top views"," Apr 14, 2017",1,"Two of the country's largest banks - JPMorgan Chase and Citigroup - said Thursday they had a solid first quarter,
while a third, Wells Fargo, continued to struggle.
JPMorgan Chase boss Jamie Dimon said that the rest of the year will likely be a ""sausage-making"" period for
President Trump's business-friendly agenda and that he didn't expect the process to be easy.
""You all should expect as a given that, when you have a new president and they get going, that the nine months
after the first 100 days are a sausage-making period,"" he said during a Thursday analyst call discussing the bank's
first-quarter earnings.
""To expect there to be smooth sailing, that would be silly,"" said Dimon, who's also the head of the Washington
lobbying group Business Roundtable.
The comments came after JPMorgan reported a 17 percent rise in profit for its first quarter, driven primarily by
more trading. The Wall Street bank made $6.45 billion in profit from January to March, or $1.65 a share.
That was better than the $1.52 a share that analysts had predicted.
Shares of JPMorgan, amid a broader market sell-off, fell 1.2 percent, to $84.40.
Citigroup reported a 17 percent boost in profit, to $4.09 billion, or $1.35 a share, beating expectations. Analysts had
expected $1.24.
The profit increase at Michael Corbat's bank came thanks to a boost in bond trading, spurred by a rise in interest
rates.
Revenue came in at $18.1 billion, compared with the $17.8 billion Wall Street expected.
Citi's shares slipped 47 cents, to $58.04.
At Wells Fargo, customers have still not returned after a 2016 phony account scandal singed its reputation.
The scandal-ridden bank admitted Thursday that it saw drastic declines in new applications for credit cards and
checking accounts, two key products that were at the center of Wells' cross-selling controversy.
Credit-card applications plunged by 42 percent, to 200,000, during the first three months of the year, the bank said
in its earnings release. New checking account applications fell by 35 percent, to 400,000.
Wells on Thursday reported a profit of $5.46 billion, or $1 a share, about flat with last year. It beats forecasts of 97
cents.
The tepid results sent shares tumbling 3.3 percent, to $51.35"
citigroup,Shooting Blanks Goldman's wimpy Q1 pushes shares off cliff," Apr 19, 2017",0,"Goldman Sachs Chief Executive Lloyd Blankfein has delivered a clunker.
The white-shoe investment bank posted disappointing earnings for the first quarter, with trading revenue -
traditionally the bank's big moneymaker - ceding ground to rivals with less-fancy names.
Despite easy comparisons with last year's abysmal first quarter, when stocks and bonds had slumped amid
corporate skittishness over the economy, Goldman on Tuesday reported $1.69 billion in revenue from trading in
bonds, currencies and commodities - a paltry 1-percent increase.
The results were ""a shock,"" wrote Dick Bove, an analyst at Rafferty Capital Markets, in a note.
""None of this company's competitors have fared this poorly in the first quarter,"" he added.
Goldman's stock got hammered on the disappointing news, falling 4.7 percent, to $215.59, its lowest close since
late November.
That shaved off $4.5 billion in market capitalization by the end of the day, making Tuesday the biggest single-day
selloff since June 24, the day after Britain voted to leave the European Union.
Weak trading income plagued a period that had seemed tailored to boost Goldman Sachs' profit: Donald Trump
had come into office stacked with at least half a dozen Goldman alumni (including longtime No. 2 Gary Cohn), the
Federal Reserve was hiking interest rates and bankers sold the ""Trump trade"" to willing investors who were finally
ready to buy again.
""Ultimately, we didn't navigate the market well, but no quarter defines the franchise,"" Marty Chavez, Goldman's
incoming chief financial officer, said during an analyst phone call.
He suggested that unusually calm markets were responsible for the slowdown in trading for the first three months
of 2017. But that didn't seem to have the same impact on Goldman's rivals.
In the quarter, JPMorgan Chase, Citigroup and Bank of America all posted significant increases in revenue from
trading in bonds, currencies and commodities. JPMorgan posted a 17-percent uptick in revenue.
Citi's rose 19 percent, and BofA's grew nearly 17 percent - versus Goldman's 1-percent gain.
It's not exactly clear why Goldman stumbled while the other banks soared, though its reliance on hedge funds and
junk bonds - which both lagged last quarter - may have had something to do with it, Bloomberg News reported.
Overall, Goldman posted $2.26 billion in profit, or $5.15 a share, which was a 99 percent increase from last year's
weak first quarter.
Analysts had expected about $5.31 a share.
The earnings add insult to injury for Goldman, which struggled last year to define itself against its peers amid a
vastly changing Wall Street landscape, where trading is largely being executed by computer programs and cost
cutting has been the most reliable way to post profits.
Separately on Tuesday, Bank of America posted better-than-expected profits of $4.86 billion, or 41 cents a share -
up 44 percent, in part from an increase in trading revenue.
Trading revenue results, in billions *. First quarter
JPMorgan
2014: 3.9
2017: 4.2
+0.3
Citibank
2014: 3.85
2017: 3.62
-0.13
BofA
2014: 3.02
2017: 2.81
-0.21
Goldman
2014: 2.85
2017: 1.69
-1.16
* Fixed income, currencies and commodities trading
Stock falls -4.7% on Tuesday"
citigroup,Taxes not in the can Not until '18: banks," Apr 22, 2017",1,"Wall Street banks aren't buying the White House line that tax reform can be OK'd this year.
Even as President Trump on Friday vowed to introduce new details about a tax code overhaul on April 26, major US
banks don't see Congress passing the White House plan before 2018, according to statements by executives and reports put out by the financial institutions.
Wells Fargo, Goldman Sachs, JPMorgan Chase, Citigroup, and Morgan Stanley have all recently voiced doubt on
such an aggressive tax overhaul timetable.
Trump's insistence on pushing for an Obamacare repeal and replacement is getting in the way, the banks said.
""I'm not holding my breath,"" Paul Christopher, head global market strategist at Wells Fargo Investment Institute,
told The Post on Friday about the passage of tax cuts. ""If you want to do health care before tax, we don't have a
plan and you've already lost a few months. How are we going to do this this year?""
Last week, JPMorgan CEO Jamie Dimon said that Washington is likely to be consumed with ""sausage-making"" for
the next nine months. He had previously said he didn't expect that Trump would sign any tax legislation before
January.
And Goldman - which has at least a half-dozen alums in the Trump administration - decried the ""continued delays""
that health care has imposed on the tax reform timeline, according to a note this week.
The pessimism flies in the face of Treasury Secretary Steve Mnuchin, himself a former Goldman banker, who said
on Thursday that he hopes passing a tax plan ""won't take til the end of the year"" - even though in February he said
he wanted to have it done by August.
With a little more than a week before Trump crosses the 100-day mark, there are few details about the Trump tax
cut plan - although Mnuchin has said it would be ""sweeping.""
One of the key holdups in the tax plan is whether to adopt a 20 percent tax on imports, a hallmark of the House
Republican plan that has become increasingly unpopular.
""That's what the US is complaining that other countries do to us now,"" Christopher said. ""[Exporting countries]
could retaliate against us in any number of ways.""
Morgan Stanley, which also sees little hope for taxes this year, said that some budget hawks have softened their
stances, and can live with ""deficit expansion"" - meaning they'd cut taxes without finding a way to pay for them.
One of the most optimistic outlooks came from Deutsche Bank, which still cautioned investors not to get too
excited.
""We continue to see a better-than-even chance of tax reform (at least on the corporate side), though more limited in
scope than originally advertised,"" Joshua Feinman, chief global economist for the bank's asset management arm,
wrote in an April 17 note."
citigroup,$99M bye-bye bonus C-suite 'Berns' out," May 2, 2017",1,"Here's $99 million. Now get out.
In a surprise move that left Wall Street flummoxed, AllianceBernstein on Monday ousted Chairman and Chief
Executive Peter Kraus, who had led the firm for eight years.
Axa Financial, the French insurance giant that owns the institutional money manager, also reshuffled the AB board,
axing all nine members and appointing six new ones.
The money management firm didn't provide a clear reason for the shake-up, but in securities filings it revealed that
Kraus - a former Goldman Sachs exec who led AB for eight years - was getting a $99.3 million payout.
Axa, which has a 63.8 percent stake in AB, said JPMorgan Chase alum Seth Bernstein will be replacing Kraus as
CEO. Former World Bank president Robert Zoellick was named chairman.
""In an industry that is confronting significant shifts, we need to continue transforming the business to improve the
quality of our investment solutions while delivering our services more effectively,"" Axa's Denis Duverne said in a
statement.
Analysts weren't buying Duverne's sound bites, amid signs that he had been quietly moving to replace him for at
least several weeks.
""There is little news other than the changes did not reflect strategic or financial issues - suggesting to us,
potentially personal conflict drove the sudden change,"" Citigroup analyst William Katz wrote in a note Monday.
Duverne claimed that the decision was motivated in part by it being ""eight years in a row, for Peter.""
AB, with roughly $500 million in assets under management, reported first quarter results last week and they
certainly weren't stellar. Revenue, operating income and operating margin were all down from last year.
AB's shares were also nothing to write home about - falling 5.7 percent over the past 12 months, trailing rivals.
Before too many tears are shed for Kraus, it should be noted the now-unemployed CEO will soon be getting that
$99.3 million check as Axa buys back his 4.5 percent AB stake.
It is the second time Kraus was handsomely rewarded while being shown the door. The former longtime Goldman
Sachs executive earned $30 million from Merrill Lynch after spending just three months as head of strategy there
in 2008, scoring a golden parachute right before Merrill was sold to Bank of America.
Shares of AB closed down 3.2 percent, at $22.15."
citigroup,Bush tells Post he's 'confident' of Marlins win," May 3, 2017",1,"BEVERLY HILLS, Calif. - Former Florida Gov. Jeb Bush said Monday he is ""confident"" his effort to buy the Miami
Marlins will succeed.
Bush, who is part of a bidding group that includes Yankees great Derek Jeter, hopes to become the exclusive
bidder for the MLB team when the auction sale is completed, he told The Post at the Milken Institute Global
Conference here.
Bush said he was ""confident"" of becoming the exclusive bidder for the Miami Marlins when speaking to The Post
Monday afternoon on the seventh floor of the Beverly Hilton.
The former governor and 2016 presidential candidate and his son were walking the hallways at the Beverly Hilton
among scores of billionaires and Wall Street power brokers when he stopped to chat about the Marlins bid.
The Bush bidding team members are ""hoping to learn sooner rather than later"" whether they become the winners,
he said.
He didn't elaborate.
Major League Baseball Commissioner Rob Manfred said last Thursday that two bidding groups - including the
Bush-Jeter group - remain in competition to purchase the Marlins from Manhattan-based art dealer Jeffrey Loria.
Earlier reports that the Marlins had chosen the Bush-Jeter group proved incorrect.
Bush is competing against unsuccessful 2012 Republican presidential nominee Mitt Romney and his family's
bidding group, sources said. Mitt's son Tagg is leading the effort, sources said.
Tagg was the head of marketing for the Los Angeles Dodgers. Mitt has long had an interest in owning a sports
team, sources said.
n
BJ's Wholesale Club has hired JPMorgan to find a buyer, two sources close to the situation told The Post.
The owners of the regional chain - PE firms CVC Capital Partners and Leonard Green &Partners - hope to attract $4
billion to $4.5 billion, sources said.
The two PE firms recently scrapped plans to list the company on the public markets, partially because of how
poorly retailers are trading.
So far, no suitor is in advanced talks and the sale process is early, sources said.
Amazon has expressed interest internally in buying BJ's but is not in formal talks yet about acquiring the
Westborough, Mass., chain, a source close to the situation said.
The assignment is a coup for JPMorgan. It did not advise the PE firms in 2011 when they acquired BJ's. CVC and
Leonard Green used four banks on the 2011 acquisition: Barclays, Citigroup, Deutsche Bank and Jefferies.
The highly indebted BJ's has not grown much since 2011, when CVC and Leonard Green bought the chain. At the
time of purchase, it had 190 clubs, and in the following six-plus years, the number of clubs has grown by 12
percent.
There was speculation in 2011 that CVC and Leonard Green would expand BJ's nationally. A new owner may still
see investing in expansion as a way to improve earnings.
BJ's and JPMorgan declined to comment."
citigroup,"N'flix, Disney on Apple's bucket list: Citi"," May 6, 2017",1,"Wall Street's rumor-mongering about Apple's merger and acquisition prospects is starting to look like post time at
the Kentucky Derby.
Citigroup's Apple analyst James Suva threw his hat into the ring Friday, covering every conceivable base. Suva
suggests the most likely options for Apple are Netflix (40 percent odds) and Disney (25 percent odds).
Citi also suggested Apple might even scoop up Elon Musk's electric-car manufacturer Tesla (5 percent odds), or
video-game makers including Activision Blizzard, Electronic Arts, or Take-Two Interactive (10 percent each).
Suva's odds-making is prompted by bets that the globe's most profitable company will benefit from the Trump
administration's desire for US corporations to bring cash back into the country in return for a lower tax rate.
Apple has some $257 billion in cash on its books and has not provided many clues about how it will spend it.
But some, including Citi's Suva, believe Apple could be considering a move to buy a video streaming service. The
company's business selling downloadable music and media has seen declines as consumers move to online
streaming instead.
Talk of an Apple-Disney combination has also been heating up in the past few months. The Associated Press
pointed out a merger would create the world's first trillion-dollar company.
Apple Chief Financial Officer Luca Maestri told the AP in an interview published on Tuesday, ""We are looking at
every size of acquisition, so we will see how it goes going forward.""
Apple CEO Tim Cook has historically been cautious about big deals. Many thought Apple would go after Time
Warner, which instead accepted an offer from AT&T."
citigroup,Citi's Banamex pays $97M fine," May 23, 2017",1,"Citigroup's Mexico unit, which turned a blind eye to as much as $8.8 billion in US-Mexico money transfers over five
years, according to federal investigators, on Monday settled a criminal probe into the matter by paying a $97
million fine.
In the settlement with the Justice Department, Citi's Banamex unit admitted it committed ""criminal violations by
willfully failing to maintain an effective antimoney laundering"" program.
In settling the probe, Justice and the bank signed a deferred prosecution agreement.
Justice accused Banamex of laundering millions of dollars for violent Mexican drug cartels like Los Zetas - going
back to at least 2005, according to Bloomberg News.
The settlement - the first of its kind for the Trump administration - is a far different ending compared with earlier
money-laundering cases.
In 2012, HSBC paid $1.9 billion for its role in helping fund drug cartels and terrorist organizations.
BNP Paribas settled with federal and New York state agents for $9 billion in 2014 for its role in funding stateterrorism
sponsors like Iran and Sudan.
The bank, in a statement, said it's ""pleased"" to have settled the matter."
citigroup,'Artist' Mayo inked at Wells," Jun 13, 2017",1,"Wall Street's most notorious ""artist"" is back.
Mike Mayo, the outspoken bank analyst who's compared himself to French painter Paul Cezanne, has landed a
new job at Wells Fargo, the bank announced on Monday.
The financial gadfly - who was bearish on Wall Street's biggest banks for 16 years - was let go from his last job at
Hong Kong-based brokerage CLSA in April, but had kept himself busy with cable news appearances and popping up at bank meetings.
Mayo, 54, said he explored all his options, including starting his own firm, before ultimately deciding to go with
Wells Fargo.
""They gave me the freedom to do my research,"" he told The Post.
Mayo has made a reputation of going after big banks. His pointed criticism of former Citigroup Chief Executive
Chuck Prince contributed to the exec's ouster.
He's also gone after JPMorgan Chase and Bank of America bigs for pocketing fat compensation packages while
their stock prices stagnated.
In the 1990s, he worked for Credit Suisse First Boston. That relationship came to an end in 2000 after he told his
clients to sell all their bank stocks."
citigroup,Gorman hooked Poseur snares him with fishy e-mail," Jun 15, 2017",0,"The Wall Street e-mail prankster has struck again.
Morgan Stanley Chief Executive James Gorman is the latest bank boss to get fooled by a UK-based e-mail viper,
whose previous dupes have included Lloyd Blankfein of Goldman Sachs and Barclays boss Jes Staley.
In his latest attack, the brazen poseur masqueraded as Alistair Darling, a Morgan Stanley director and former UK
chancellor, apologizing for mistakenly sending a photo of himself to Gorman instead of to a journalist who was
supposedly writing a feature on him.
""It's a good picture anyway,"" Morgan Stanley's boss responded in the exchange, posted on Financial News, a
British Web site.
In the back-and-forth, whose authenticity was confirmed by Morgan Stanley reps, the trickster then sent Gorman
the text of the supposed article - a rambling, bizarre story about fresh-caught salmon being stolen by stray dogs
during a family fishing trip, and the implications of the tale for risk management.
""Excellent. Great personal story to make a critical point!"" Gorman responded, apparently having read and digested
the fabricated story.
The prankster, who goes by the Twitter handle @SINON_REBORN, made one last effort to engage Gorman by
calling out rival banks' ""flakey cyber security"" and inviting Gorman to an Arabian Nights-themed party next month
that promised camels and cocktails.
Since the tricks began surfacing last month, the poseur has successfully roped in Blankfein, Staley, Citibank CEO Michael Corbat and Bank of England Gov. Mark Carney.
In a tweets dated June 7, the prankster wrote: ""Just to clear it up; I've not made a single penny from my pranks,
despite the debts I have ...""
""Those with responsibilities to others need to seriously consider how they handle e-mail correspondence. Anyone
could do what I did.""
Pranked
Morgan Stanley CEO James Gorman is the latest is a series of bank chiefs to be suckered by an e-mail hoaxster.
Previous dupes include:
n Goldman Sachs chief Lloyd Blankfein
n Barclays boss Jes Staley
n Citigroup CEO Micheal Corbat
n Bank of England governor Mark Carney"
citigroup,Blue Apron forced to place IPO on diet," Jun 29, 2017",1,"The planned Amazon-Whole Foods merger is spoiling Blue Apron's big day.
The online meal-kit company took a butcher's knife to its valuation on Wednesday when it repriced the 30 million
common shares that will be sold in its upcoming initial public offering to $10 - down from its earlier expected range
of $15 to $17.
Its new valuation, $1.9 billion, is a third smaller than the $3.2 billion total it sought in earlier regulatory filings.
The decline reflects investors' concerns about Blue Apron's future in a Amazon-Whole Foods world.
""With Amazon's expertise in logistics and delivery, Whole Foods could wipe out Blue Apron and all of its peers if it
wanted to,"" said David Tawil of Maglan Capital, adding that Blue Apron and Whole Foods already have overlapping
customer bases in urban and affluent areas. Blue Apron's high marketing costs have also been a concern for investors. Despite doubling its revenue to $795.4
million last year, the company still posted a net loss of $54.9 million as it poured money into logistics and
marketing.
Founded in 2012, the Soho-based company delivers ingredients and recipes that allow customers to prepare meals
at home. It's among a fast-growing segment that includes HelloFresh, Plated, Home Chef, Sun Basket and Chef'd -
all looking for more cash to expand their operations.
Green Chef, a player in the same industry, recently said it was looking to raise at least $50 million, after already
having snagged $67 million.
Blue Apron has selected Goldman Sachs, Morgan Stanley, Citigroup and Barclays to launch its IPO.
The stock is scheduled to debut on Thursday on the New York Stock Exchange under the ticker APRN."
citigroup,No sweat equity All 34 banks pass Fed stress test," Jun 29, 2017",0,"Big banks passed the Federal Reserve's annual stress test of their financial health - and responded with a
giveaway to investors worth billions of dollars in the form of dividends and share buybacks.
The passing grades mark the first time since the Wall Street crisis of 2008 that all 34 tested firms were deemed
healthy enough to survive a major financial disaster.
The stress test, known as the Comprehensive Capital Analysis and Review, means banks are deemed to have
enough money to avoid a Lehman Brothers-like failure during a hypothetical meltdown.
""I'm pleased that the CCAR process has motivated all of the largest banks to achieve healthy capital levels and
most to substantially improve their capital-planning processes,"" Fed Gov. Jerome Powell said in a statement.
The one bank that stumbled this year was Capital One, which was given until the end of the year to resubmit
stronger plans. Still, the Fed conditionally approved its offer to pay out shareholders.
The biggest winners were Banco Santander, which flunked three consecutive tests, and Deutsche Bank, which
failed the past two years.
Overall, the 34 banks are holding onto $1.25 trillion in capital cushions as of the first quarter - more than double
they held in 2009.
A passing grade gives banks the flexibility to return more money to investors.
JPMorgan Chase announced a 6-cent dividend hike, to 56 cents, and $19.4 billion in stock buybacks. Bank of
America boosted its dividend by 60 percent, to 12 cents a share, with another $12 billion in share repurchases.
Citigroup announced $18.9 billion in buybacks and dividends over the next four quarters.
Investors had anticipated positive results, sending financial stocks up, with BofA, which rose 2.6 percent, to $23.88, leading the charge among big banks."
citigroup,"In tech, it's plug &amp;amp; pray Stocks lose power"," Jun 30, 2017",0,"Tech stocks got slammed on Thursday - the 10-year anniversary of the first iPhone going on sale - causing one of
the most dramatic slides this year for major indexes.
The Dow Jones industrial average sank as much as 257.5 points before settling off 168 points to 21,287.03, as
central banks around the world signaled that their easy-money policies' days were numbered.
The Dow slide was the third-worst percentage decline this year, and the worst since May when news broke that
President Trump had pressured ex-FBI boss James Comey to drop his Russian-tied investigation .
The sell-off was sparked after European Central Bank President Mario Draghi warned that he expected inflation to
return to Europe - a key indicator that would lead the ECB to ease up on its bond-buying and low-interest rates
policies.
Tech stocks led the decline in the US. Google parent Alphabet slid 2.4 percent, to $917.79, the most of the major
companies. Netflix fell 2.1 percent, to $150.09, and Amazon ended the day 1.5 percent lower, at $975.93.
The Nasdaq, a gauge of tech stocks, fell 90.06, to 6,144.35. The S&P 500, a wider index of US companies, slid
20.99, to 2,419.70.
Tech companies have been the best-performing among the major sectors this year. A major S&P ETF of tech
companies is up 13.3 percent this year, versus the broader market, which is up 8 percent. But the pain wasn't
spread out among all companies.
Banks had one of their best days of the year, one day after the Federal Reserve approved plans for the 34 largest to
return more capital to investors.
Citigroup rose the most among the six major US banks, by 2.8 percent, to $66.98. Citi, run by Chief Eexecutive
Michael Corbat, had the largest increase of dividends and buybacks among the too-big-to-fail banks.
Wells Fargo, which received a vote of confidence from the central bank - its controls were called into question
following last year's fake accounts scandal - rose 2.7 percent, to $55.78
Storm clouds
Dow Jones industrials - Close: 21,287 (-168)"
citigroup,Hamps glad hand," Jul 20, 2017",1,"Rising Democratic star Sen. Kamala Harris has booked more meetings with Hamptons high rollers for her planned
trip this weekend, Page Six has learned. The popular California pol will have a private meeting, we hear, with
Hollywood liberal kingmaker Harvey Weinstein and his wife Georgina Chapman, as well as a separate dinner Friday
with guests, who will include New Jersey Sen. Cory Booker and former US Attorney General Eric Holder. Also on
Friday, we hear she'll meet with a group in Bridgehampton, including ex-Ambassador to the UN Susan E. Rice and
business honchos such as Citigroup's Ray McGuire and PepsiCo's Tony West. On Saturday, Harris will attend a
reception for 300 people at the East Hampton home of her friend, Infor CEO Charles E. Phillips, as well as a fundraiser
at the home of Lisa Rosenblum. Page Six reported she'll also appear at the Hamptons home of MWWPR guru
Michael Kempner. A source said of Harris' jammed Hamptons sched: ""She's on overdrive. It's not just about the
money . . . that's the easy part for her. She wants to meet the influential"" Harris is being buzzed about as a 2020
presidential hopeful. But her strategist Sean Clegg tersely insisted to us: ""Kamala Harris' singular focus is
representing California in the US Senate and helping take back the House and Senate [for Democrats]. This trip is
about the fight for '18, period, end of sentence."" You mean full stop, right?"
citigroup,"After 8 years, Citi is moving past crisis era"," Jul 26, 2017",1,"Michael Corbat is taking a victory lap - and Wall Street is loving it.
Citigroup on Tuesday held its first outing for investors and analysts since the financial crisis - and the bank's chief
executive announced that Citi's nine years of downsizing has come to an end.
""Our restructuring is over,"" Corbat said during the New York conference.
The bank has been selling off $800 billion in its crisis-era assets and closing offices around the world, and it has
laid off about 40,000 people, according to its presentation. But now, Corbat said, the company is ready to start building back up again.
The bank is planning on making an 11 percent return on equity by 2020, Corbat said. That target return is higher
than previously announced.
That sent the stock up 2.9 percent, to $68.03, in heavy trading on Tuesday.
Still, the bank chief maintained that the company isn't planning on returning to the go-go days of 2007.
""We aren't going to take outsized risks,"" he said. ""We don't try to be all things to all people."""
